Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
8,berries,Tumeric Powder,Cauliflower,butter milk,yogurt,Guava,Ladyfinger,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
7,flour,Tumeric Powder,Cauliflower,sour cream,cheese,Buns,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,Mixed fruit juice,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Onions,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Potato,bread,Corn,mustard,Carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Buns,Strawberry,Cauliflower,Milk,butter,Buns,baking powder,Chocolate,Chocolate,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,
21,Pepsi,Dragon Fruit,Buns,Strawberry,flour,Apples,Cauliflower,butter,Milk,cheese,pastry,Rice,pasta,organic products,baking powder,Ginger,pet food,chewing gum,Chocolate,Tumeric Powder,Coca Cola,,,,,,,,,,,
9,Strawberry,Cauliflower,Milk,butter,pastry,oil,bottled water,Mixed fruit juice,Brocolli,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Strawberry,Cauliflower,ice cream,bread,kitchen towels,lemon,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
9,Carrot,Milk,yogurt,Milk,cheese,ice cream,soda,mixed fruit juice,napkins,,,,,,,,,,,,,,,,,,,,,,,
11,Tumeric Powder,Onions,Cauliflower,Milk,butter,yogurt,cheese,Potato,rice,bottled water,soda,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,Strawberry,Tumeric Powder,Milk,waffles,Chocolate ,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,herbs,Milk,yogurt,cheese,Potato,flour,Ghee,sugar,baking powder,Oranges,Tea,Tonic water,,,,,,,,,,,,,,,,,,,,
2,soda,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,bottled water,Mixed fruit juice,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Strawberry,Oranges,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,chewing gum,Chocolate,Chocolate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,bread,mixed fruit juice,Cookies,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tea,frozen meals,Coffee,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Bananas,Cabbage,Bottleguard,berries,packaged fruit/vegetables,Milk,yogurt,Garlic,Buns,pastry,bottled water,soda,Coconut Juice,,,,,,,,,,,,,,,,,,,
8,bread,Pepsi,Carrot,Tumeric Powder,Milk,yogurt,frozen meals,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,bottled water,soda,Mixed fruit juice,Chocolate,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Oranges,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Milk,ice cream,pastry,bottled water,soda,Cookies,Chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
5,Carrot,Buns,Tomato,Chips,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Milk,mixed fruit juice,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Cabbage,Green Chilli,Tumeric Powder,Milk,curd,sour cream,flour,oil,sugar,Chips,,,,,,,,,,,,,,,,,,,,,,
6,Tumeric Powder,Cauliflower,Guava,soda,Chocolate,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Strawberry,flour,Coffee,soda,mixed fruit juice,Tonic water,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
9,bread,Strawberry,berries,Milk,yogurt,Potato,salt,waffles,cake bar,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Apples,bottled water,soda,mixed fruit juice,Tonic water,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Tumeric Powder,yogurt,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Apples,Milk,bread,pet food,bottled water,Chocolate,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,pastry,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,Tumeric Powder,Onions,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cauliflower,yogurt,sour cream,jam,mixed fruit juice,Chocolate,Cherry,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,Tonic water,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,sour cream,Buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,ice cream,bread,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Dragon Fruit,frozen meals,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carrot,Green Chilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tumeric Powder,Cauliflower,Milk,butter milk,Potato,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Tumeric Powder,Mixed fruit juice,Red Chilli Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,Pepsi,Apples,butter,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carrot,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen meals,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,flour,berries,Milk,bread,Ghee,mixed fruit juice,Sanitizer,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
12,Mango,flour,Milk,ice cream,butter milk,yogurt,cheese,Potato,bread,pet food,mixed fruit juice,napkins,,,,,,,,,,,,,,,,,,,,
9,flour,Cauliflower,butter,sour cream,bread,vinegar,mixed fruit juice,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,curd,pastry,mixed fruit juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Dragon Fruit,mixed fruit juice,Spices,Chocolate,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,berries,Milk,butter,Potato,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cauliflower,Mixed fruit juice,Tonic water,Spices,Brocolli,Beetroot,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
3,berries,sour cream,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Onions,Milk,butter,yogurt,Tomato,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,berries,mixed fruit juice,waffles,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Bottleguard,Apples,Cauliflower,ice cream,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Apples,Tumeric Powder,Milk,yogurt,bread,soda,Chocolate,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,
5,Apples,Buns,bottled water,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Milk,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Tumeric Powder,Cauliflower,Milk,sour cream,Potato,pastry,baking powder,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,bottled water,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mango,Carrot,Milk,pastry,Rice,flour,spread cheese,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,baking powder,waffles,Coconut Juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Green Chilli,Milk,butter,yogurt,frozen vegetables,Potato,Buns,Coffee,Mixed fruit juice,Red Chilli Powder,,,,,,,,,,,,,,,,,,,,,,
8,Apples,Cauliflower,curd,yogurt,sour cream,sugar,Ginger,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,Onions,Milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,Cauliflower,Buns,Snacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carrot,frozen vegetables,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,Milk,Milk,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paneer,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Green Chilli,Cauliflower,Milk,Ghee,mixed fruit juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Mango,Milk,Buns,mixed fruit juice,Red Bull Drink,Chocolate,Chocolate,Chocolate,Garlic,shopping bags,,,,,,,,,,,,,,,,,,,,,
4,bread,soda,mixed fruit juice,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Milk,butter,Ginger,frozen vegetables,Buns,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,
2,Tumeric Powder,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,Cauliflower,Milk,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Tumeric Powder,herbs,Cauliflower,Milk,yogurt,Buns,flour,Ghee,Cherry,mixed fruit juice,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,
1,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Milk,bread,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,flour,Milk,curd,yogurt,sour cream,cheese,Potato,napkins,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Cabbage,Green Chilli,Buns,Apples,grapes,Tumeric Powder,Milk,butter,ice cream,yogurt,sour cream,Garlic,pastry,bottled water,mixed fruit juice,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Strawberry,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Carrot,flour,Apples,Cauliflower,sour cream,Tea,bread,Mixed fruit juice,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,curd,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,cheese,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Cabbage,Carrot,Green Chilli,Tumeric Powder,Cauliflower,yogurt,Guava,spices,Chocolate,lemon,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Tumeric Powder,yogurt,Milk,vinegar,oil,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,Green Chilli,Buns,Cauliflower,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Apples,Tumeric Powder,Cauliflower,Milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
12,bread,Pepsi,Carrot,Onions,herbs,Milk,cheese,Ginger,Potato,Buns,Mixed fruit juice,Chocolate,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,Cabbage,Milk,butter,Tea,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,soda,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,Tumeric Powder,Cauliflower,Milk,Potato,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Apples,Tumeric Powder,Cauliflower,Milk,Buns,bread,Tonic water,Paneer,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,
1,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Green Chilli,Cauliflower,cheese,pastry,Cookies,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Strawberry,Cauliflower,cheese,baking powder,bottled water,Brocolli,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
7,Onions,Milk,Potato,Buns,Ghee,bottled water,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,Potato,Rice,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Green Chilli,grapes,Cauliflower,Mixed fruit juice,Red Bull Drink,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
6,Mango,Milk,Garlic,Coffee,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,flour,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,bread,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,bread,Buns,berries,Onions,Cauliflower,Milk,curd,ice cream,Buns,cake bar,Paneer,,,,,,,,,,,,,,,,,,,,,
3,Milk,butter,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Cauliflower,Milk,curd,Garlic,frozen vegetables,Rice,sugar,soda,Mixed fruit juice,Chips,lemon,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,Onions,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Apples,Tumeric Powder,Onions,Cauliflower,frozen vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Cabbage,Tumeric Powder,Milk,Potato,Brocolli,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,
14,bread,Pepsi,Green Chilli,flour,berries,Tumeric Powder,Cauliflower,Milk,yogurt,Tea,cheese,cheese,Tomato,Buns,,,,,,,,,,,,,,,,,,
5,Strawberry,flour,Apples,Tumeric Powder,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Cauliflower,Milk,frozen vegetables,bread,vinegar,pet food,Chips,Cookies,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,
4,Mango,Milk,bread,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pet food,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Carrot,Strawberry,Cauliflower,Milk,butter,sour cream,ice cream,Ghee,sugar,baking powder,Coffee,Paneer,,,,,,,,,,,,,,,,,,,,
5,Strawberry,Milk,yogurt,sour cream,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,Milk,cheese,Buns,bread,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,shopping bags,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Strawberry,butter,Coca Cola,frozen meals,Ghee,Frozen Meals,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,salt,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mango,flour,bread,pastry,waffles,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Cabbage,Tumeric Powder,Cauliflower,yogurt,sour cream,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Strawberry,yogurt,Chocolate,Potato,Buns,Bananas,soda,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Mango,flour,Milk,yogurt,spread cheese,Buns,Ladyfinger,Cookies,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,
2,Sanitizer,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Green Chilli,Strawberry,flour,Milk,butter milk,frozen vegetables,Buns,bread,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Onions,Cauliflower,Milk,butter,butter milk,sour cream,ice cream,Buns,Mixed fruit juice,Cookies,Blueberry,napkins,Paneer,,,,,,,,,,,,,,,,,,,
9,Pepsi,Strawberry,Tumeric Powder,Cauliflower,Buns,soda,mixed fruit juice,Mixed fruit juice,Blueberry,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Cauliflower,Buns,Ginger,Coffee,soda,Coconut Juice,,,,,,,,,,,,,,,,,,,,,,,,,
5,yogurt,Buns,bread,Chips,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,herbs,Cauliflower,butter,bread,pastry,Ghee,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,
11,Green Chilli,Buns,Apples,Tumeric Powder,Milk,butter milk,yogurt,sour cream,pasta,sugar,Cherry,,,,,,,,,,,,,,,,,,,,,
2,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carrot,Ghee,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,berries,herbs,rice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Ginger,Spices,Paneer,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,flour,Tumeric Powder,Cauliflower,yogurt,sour cream,Buns,Ghee,Coffee,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,
12,Pepsi,Cabbage,Milk,Potato,frozen vegetables,Buns,rice,Ghee,sugar,Brocolli,pickled vegetables,Sanitizer,,,,,,,,,,,,,,,,,,,,
4,bread,Buns,Cherry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pickled vegetables,bottled water,mixed fruit juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Strawberry,Tumeric Powder,Cauliflower,Milk,butter,curd,oil,Ginger,Sanitizer,Paneer,,,,,,,,,,,,,,,,,,,,,,
4,Potato,bottled water,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bottleguard,Tumeric Powder,Cauliflower,Milk,Buns,bottled water,Brocolli,Cherry,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Milk,pastry,Ghee,Oranges,pet food,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
2,Spices,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Buns,Strawberry,herbs,Cauliflower,Milk,butter,Potato,pasta,Instant Noodles,Brocolli,pickled vegetables,bottled water,Tea,Mixed fruit juice,Sanitizer,,,,,,,,,,,,,,,,,
11,Cabbage,Tumeric Powder,Onions,Cauliflower,Milk,butter,yogurt,cheese,cheese,rice,sugar,,,,,,,,,,,,,,,,,,,,,
19,Bottleguard,flour,Apples,Tumeric Powder,herbs,Cauliflower,packaged fruit/vegetables,Milk,butter milk,yogurt,cheese,Buns,oil,pet food,Coffee,bottled water,mixed fruit juice,Chocolate,Coconut Juice,,,,,,,,,,,,,
3,ice cream,pet food,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,flour,Milk,butter,Potato,bottled water,Tea,Tonic water,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,
20,Green Chilli,Strawberry,flour,Apples,berries,Tumeric Powder,Cauliflower,Milk,ice cream,cheese,Buns,flour,sugar,pickled vegetables,tea,soda,Mixed fruit juice,Chocolate,napkins,Paneer,,,,,,,,,,,,
7,Carrot,Green Chilli,Tumeric Powder,Cauliflower,frozen vegetables,Ghee,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
1,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tumeric Powder,Milk,Ginger,pudding powder,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,baking powder,spread cheese,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Milk,curd,yogurt,Buns,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Garlic,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Pepsi,Mango,Carrot,Cauliflower,Milk,ice cream,sour cream,bread,pudding powder,mixed fruit juice,Chips,Cookies,,,,,,,,,,,,,,,,,,,,
9,Bottleguard,Carrot,Strawberry,Apples,frozen meals,waffles,Chocolate,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
27,bread,Pepsi,Bananas,Green Chilli,flour,Apples,Tumeric Powder,Onions,Milk,butter,yogurt,sour cream,cheese,Garlic,frozen meals,Frozen Meals,Potato,Buns,Rice,salt,rice,Ghee,jam,Coffee,Cookies,waffles,Sanitizer,,,,,
8,Cabbage,Carrot,Milk,Coffee,soda,Tonic water,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
7,flour,Tumeric Powder,Milk,sour cream,frozen vegetables,Potato,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Carrot,Strawberry,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Tumeric Powder,yogurt,bread,pastry,flour,bottled water,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,flour,Buns,pastry,bottled water,Red Bull Drink,Chocolate,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
2,Mixed fruit juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,flour,Milk,Potato,pastry,Ghee,Coffee,Blueberry,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,Strawberry,Tumeric Powder,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Apples,Tumeric Powder,Cauliflower,curd,butter milk,Ghee,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,flour,Tumeric Powder,sour cream,frozen vegetables,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Apples,Cauliflower,yogurt,sour cream,Potato,bread,Carrot,Coffee,Chocolate,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Strawberry,flour,Apples,Cauliflower,yogurt,Milk,Garlic,mixed fruit juice,Sanitizer,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,
20,bread,Bottleguard,Strawberry,Milk,curd,Frozen Meals,Buns,bread,pastry,bread,pickled vegetables,spread cheese,bottled water,soda,mixed fruit juice,Mixed fruit juice,Spices,Paneer,Chocolate,Chocolate,,,,,,,,,,,,
13,Pepsi,Green Chilli,flour,Cauliflower,butter,yogurt,Milk,Coca Cola,cheese,salt,soups,spread cheese,Paneer,,,,,,,,,,,,,,,,,,,
7,Tumeric Powder,Cauliflower,Milk,cheese,Buns,pet food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Milk,bread,Instant Noodles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Apples,Tumeric Powder,ice cream,Buns,Tomato,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Pepsi,flour,Milk,ice cream,butter milk,yogurt,cheese,cheese,ice cream,bread,Coffee,soda,Chips,Cookies,chewing gum,Chocolate,napkins,Paneer,shopping bags,,,,,,,,,,,,,
6,curd,yogurt,Potato,bread,Coffee,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Green Chilli,Tumeric Powder,Cauliflower,Milk,curd,Corn,Potato,soda,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Tumeric Powder,bottled water,Tonic water,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Tumeric Powder,Cauliflower,Milk,cheese,Buns,spread cheese,Chips,lemon,waffles,cake bar,Coffee,,,,,,,,,,,,,,,,,,,,,
8,bread,Apples,Tumeric Powder,Cauliflower,Milk,butter milk,organic products,soda,,,,,,,,,,,,,,,,,,,,,,,,
7,Buns,Tumeric Powder,Cauliflower,Milk,cheese,Garlic,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
