item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12
Banana,Sugar,Lemon,Dals,Ginger,Yogurt,Spinach,Cabbage,Cooking Oil,Cheese,,
Brinjal,Cheese,Tea Powder,Cabbage,Ginger,Pickle,Coriander,Coconut,,,,
Butter,Mustard Seeds,Banana,Pomegranate,Ginger,Sugar,Yogurt,Orange,,,,
Onions,Cheese,Banana,Wheat Flour,Besan,Papaya,,,,,,
Honey,Curd,Cauliflower,Orange,Garlic,Coconut,Capsicum,Bread,Tamarind,Brinjal,,
Dals,Tamarind,Chili Powder,Pickle,Milk,,,,,,,
Lemon,Mango,Semolina,Carrot,Cauliflower,Green Chili,Honey,Coriander,Okra,Cumin Seeds,,
Butter,Capsicum,Curd,Lassi,Paneer,Cabbage,,,,,,
Lemon,Tomato,Salt,Apple,Lassi,,,,,,,
Coffee Powder,Tamarind,Garlic,Carrot,Green Chili,Curd,,,,,,
Okra,Brinjal,Curd,Apple,Tamarind,Butter,Beetroot,Carrot,Coffee Powder,Mango,Spinach,Cooking Oil
Tamarind,Chili Powder,Onions,Guava,Carrot,Lassi,Cooking Oil,,,,,
Chili Powder,Lemon,Coconut,Semolina,Onions,Cauliflower,Jam,Cumin Seeds,,,,
Dals,Okra,Brinjal,Onions,Milk,Sugar,Biscuits,Turmeric Powder,Bread,Chili Powder,,
Biscuits,Capsicum,Bread,Tomato,Salt,Brinjal,Butter,Orange,Besan,Potato,Coffee Powder,Mustard Seeds
Bread,Garlic,Green Chili,Cauliflower,Paneer,,,,,,,
Garlic,Wheat Flour,Tamarind,Cauliflower,Apple,Beetroot,Bell Peppers,Fenugreek Leaves,Lemon,,,
Lassi,Okra,Milk,Tomato,Curd,Rice,Banana,Yogurt,Garlic,,,
Cheese,Honey,Butter,Apple,Jam,Semolina,Mango,Coffee Powder,Guava,Tea Powder,Ginger,Paneer
Salt,Cauliflower,Tamarind,Lemon,Banana,Apple,Paneer,,,,,
Rice,Dals,Garlic,Coffee Powder,Lemon,,,,,,,
Curd,Cabbage,Spinach,Guava,Lemon,,,,,,,
Jam,Butter,Cauliflower,Besan,Wheat Flour,Chili Powder,Carrot,Cumin Seeds,Paneer,Coriander,,
Bell Peppers,Chili Powder,Cauliflower,Beetroot,Pickle,Mustard Seeds,Lassi,,,,,
Cabbage,Jam,Carrot,Salt,Semolina,Sugar,Butter,Coconut,Cooking Oil,Tamarind,Curd,
Pomegranate,Tamarind,Mango,Sugar,Banana,Cauliflower,Orange,Paneer,Fenugreek Leaves,Wheat Flour,,
Orange,Butter,Potato,Garlic,Coffee Powder,Bell Peppers,Papaya,Spinach,Semolina,Salt,Cauliflower,
Pomegranate,Bread,Garlic,Sugar,Green Chili,Cheese,,,,,,
Curd,Orange,Brinjal,Okra,Tamarind,,,,,,,
Potato,Biscuits,Semolina,Dals,Honey,Mustard Seeds,Jam,Curd,Lemon,Cumin Seeds,Ginger,
Butter,Tomato,Ginger,Dals,Pickle,Capsicum,Semolina,Pomegranate,Besan,Guava,,
Paneer,Orange,Guava,Dals,Sugar,Ginger,Lassi,Spinach,,,,
Honey,Mint Leaves,Tamarind,Tomato,Coconut,,,,,,,
Dals,Tomato,Banana,Sugar,Yogurt,Apple,Lassi,,,,,
Lemon,Yogurt,Okra,Green Chili,Biscuits,Mango,Sugar,Tomato,Orange,Tamarind,Bell Peppers,Potato
Banana,Papaya,Dals,Biscuits,Besan,Spinach,Tamarind,,,,,
Dals,Coffee Powder,Garlic,Mint Leaves,Papaya,Pickle,,,,,,
Cumin Seeds,Banana,Biscuits,Lassi,Semolina,Coffee Powder,,,,,,
Onions,Turmeric Powder,Rice,Besan,Salt,Cabbage,Capsicum,Cauliflower,Biscuits,Garlic,Honey,Guava
Garlic,Rice,Potato,Wheat Flour,Jam,Capsicum,Bell Peppers,Pomegranate,Milk,Banana,,
Jam,Sooji,Dals,Coffee Powder,Tamarind,,,,,,,
Ginger,Cumin Seeds,Cauliflower,Sugar,Papaya,Wheat Flour,Tamarind,Lemon,Banana,Honey,,
Pomegranate,Carrot,Papaya,Rice,Turmeric Powder,,,,,,,
Guava,Salt,Besan,Spinach,Capsicum,,,,,,,
Lassi,Guava,Salt,Bread,Yogurt,Lemon,Carrot,Orange,,,,
Apple,Mango,Lemon,Spinach,Capsicum,Butter,Turmeric Powder,Potato,Pomegranate,Green Chili,,
Semolina,Biscuits,Besan,Bread,Coriander,Sugar,Garlic,Wheat Flour,Lemon,Green Chili,Mint Leaves,Chili Powder
Honey,Apple,Potato,Chili Powder,Paneer,Coconut,,,,,,
Cooking Oil,Banana,Sugar,Orange,Dals,Pomegranate,Yogurt,,,,,
Onions,Bread,Curd,Cheese,Potato,Dals,,,,,,
Papaya,Mint Leaves,Lemon,Semolina,Yogurt,Orange,Bell Peppers,Mango,Tamarind,Tomato,Green Chili,Garlic
Sooji,Cumin Seeds,Mustard Seeds,Fenugreek Leaves,Dals,Coffee Powder,Cooking Oil,Chili Powder,,,,
Besan,Papaya,Apple,Green Chili,Honey,Mango,Turmeric Powder,Curd,Beetroot,,,
Fenugreek Leaves,Potato,Coconut,Banana,Onions,Semolina,,,,,,
Coriander,Coconut,Bread,Cooking Oil,Beetroot,Turmeric Powder,Honey,Pickle,Tomato,,,
Mint Leaves,Cauliflower,Orange,Lemon,Pomegranate,Rice,Spinach,,,,,
Lassi,Mint Leaves,Apple,Cheese,Turmeric Powder,Garlic,,,,,,
Spinach,Garlic,Yogurt,Green Chili,Tamarind,Cauliflower,Capsicum,Sooji,Biscuits,Carrot,,
Sooji,Papaya,Cabbage,Okra,Mint Leaves,,,,,,,
Curd,Apple,Jam,Lassi,Orange,Cabbage,Potato,Sooji,Mango,,,
Tea Powder,Garlic,Guava,Lassi,Potato,Lemon,,,,,,
Tea Powder,Mint Leaves,Ginger,Jam,Sooji,Banana,Spinach,Okra,,,,
Coffee Powder,Tea Powder,Tomato,Dals,Sooji,,,,,,,
Lemon,Mango,Sooji,Pickle,Cumin Seeds,Coconut,Coffee Powder,,,,,
Beetroot,Apple,Lassi,Cooking Oil,Paneer,Okra,Orange,Turmeric Powder,Sugar,Tea Powder,,
Brinjal,Green Chili,Garlic,Jam,Onions,Cheese,,,,,,
Wheat Flour,Ginger,Jam,Onions,Mint Leaves,Paneer,Spinach,,,,,
Cooking Oil,Carrot,Brinjal,Orange,Yogurt,Lassi,Coconut,Chili Powder,Paneer,Pickle,,
Okra,Tamarind,Lemon,Spinach,Apple,Guava,Cheese,Cauliflower,Fenugreek Leaves,,,
Chili Powder,Tomato,Jam,Cooking Oil,Fenugreek Leaves,Tea Powder,Capsicum,Sooji,,,,
Tamarind,Tomato,Orange,Pickle,Butter,Cauliflower,Bread,,,,,
Tomato,Cauliflower,Turmeric Powder,Biscuits,Guava,,,,,,,
Besan,Pomegranate,Carrot,Butter,Cheese,Garlic,Bell Peppers,Mint Leaves,Orange,Green Chili,Wheat Flour,Brinjal
Cooking Oil,Dals,Sooji,Turmeric Powder,Fenugreek Leaves,Capsicum,Yogurt,Spinach,Green Chili,,,
Carrot,Yogurt,Lemon,Potato,Cooking Oil,,,,,,,
Cooking Oil,Papaya,Beetroot,Tomato,Pomegranate,Fenugreek Leaves,Ginger,Mint Leaves,Cabbage,Bread,Potato,
Lemon,Biscuits,Rice,Coconut,Ginger,Orange,Cauliflower,Papaya,,,,
Milk,Coffee Powder,Coconut,Guava,Orange,Banana,Wheat Flour,Tea Powder,Cooking Oil,Rice,Sugar,Fenugreek Leaves
Capsicum,Potato,Honey,Cabbage,Butter,Yogurt,Cheese,Lassi,Lemon,Spinach,,
Cumin Seeds,Jam,Honey,Bread,Cooking Oil,Green Chili,Tea Powder,Tomato,Capsicum,,,
Pickle,Curd,Mustard Seeds,Bell Peppers,Sooji,Garlic,,,,,,
Sooji,Ginger,Orange,Biscuits,Tomato,Papaya,Pomegranate,Spinach,Tamarind,Garlic,,
Coconut,Sugar,Guava,Paneer,Orange,,,,,,,
Butter,Coriander,Lassi,Banana,Cabbage,,,,,,,
Papaya,Mustard Seeds,Onions,Mango,Pomegranate,Orange,Lassi,Cooking Oil,Tea Powder,Salt,Spinach,Coriander
Cauliflower,Sooji,Tea Powder,Mango,Fenugreek Leaves,,,,,,,
Green Chili,Banana,Dals,Yogurt,Bell Peppers,Chili Powder,Cabbage,Turmeric Powder,,,,
Milk,Wheat Flour,Carrot,Salt,Mint Leaves,Orange,Pickle,,,,,
Ginger,Mango,Beetroot,Tamarind,Cumin Seeds,Yogurt,Chili Powder,,,,,
Jam,Sugar,Capsicum,Garlic,Onions,Apple,Spinach,Coriander,Carrot,,,
Beetroot,Capsicum,Guava,Ginger,Green Chili,Tomato,Coconut,,,,,
Brinjal,Dals,Cooking Oil,Paneer,Tamarind,Potato,Pomegranate,Mango,Tomato,,,
Yogurt,Rice,Coriander,Jam,Tea Powder,Pickle,Coconut,Ginger,,,,
Green Chili,Lemon,Tea Powder,Semolina,Brinjal,Cauliflower,Jam,Carrot,Orange,Tomato,Lassi,
Paneer,Cauliflower,Lassi,Guava,Lemon,Milk,Cooking Oil,Semolina,Wheat Flour,Butter,Tamarind,Rice
Honey,Beetroot,Pickle,Rice,Cauliflower,Ginger,Milk,Turmeric Powder,Wheat Flour,,,
Honey,Banana,Cauliflower,Coriander,Tea Powder,Pickle,Orange,Tamarind,Rice,,,
Ginger,Tomato,Cooking Oil,Carrot,Spinach,Dals,Sooji,Rice,Cabbage,Sugar,,
Mango,Chili Powder,Sugar,Papaya,Coriander,Sooji,Biscuits,Apple,,,,
Cheese,Curd,Rice,Coriander,Brinjal,Milk,Mint Leaves,,,,,
Cumin Seeds,Fenugreek Leaves,Bread,Ginger,Butter,,,,,,,
Cauliflower,Paneer,Cabbage,Pickle,Guava,Turmeric Powder,Semolina,,,,,
Besan,Garlic,Honey,Curd,Carrot,,,,,,,
Biscuits,Rice,Carrot,Honey,Turmeric Powder,,,,,,,
Mango,Semolina,Cumin Seeds,Apple,Tamarind,Chili Powder,Okra,Wheat Flour,Biscuits,Pickle,Lemon,
Chili Powder,Coriander,Besan,Biscuits,Mustard Seeds,Onions,Sooji,Cheese,Guava,,,
Milk,Semolina,Brinjal,Apple,Paneer,Green Chili,Carrot,Bell Peppers,Salt,Lemon,Yogurt,
Dals,Cheese,Rice,Apple,Brinjal,Ginger,,,,,,
Sooji,Beetroot,Guava,Apple,Lemon,Onions,Curd,Turmeric Powder,Tomato,Papaya,Tea Powder,Spinach
Green Chili,Curd,Beetroot,Bell Peppers,Coconut,Okra,Cabbage,Turmeric Powder,,,,
Okra,Yogurt,Sugar,Onions,Paneer,Cabbage,Capsicum,Mint Leaves,,,,
Bell Peppers,Curd,Brinjal,Biscuits,Capsicum,Mustard Seeds,Mango,,,,,
Coriander,Biscuits,Semolina,Jam,Potato,Pickle,Bread,Mustard Seeds,Yogurt,Lemon,,
Tea Powder,Curd,Potato,Pickle,Milk,Garlic,Biscuits,Turmeric Powder,Onions,Jam,Lassi,Honey
Honey,Mustard Seeds,Paneer,Mango,Bell Peppers,Tea Powder,Bread,Salt,Chili Powder,,,
Apple,Cheese,Fenugreek Leaves,Carrot,Coriander,Potato,Mustard Seeds,Paneer,Tea Powder,,,
Orange,Turmeric Powder,Potato,Garlic,Mustard Seeds,Coconut,Rice,Chili Powder,,,,
Cheese,Ginger,Lassi,Papaya,Banana,Apple,Curd,Lemon,Capsicum,Okra,Tea Powder,
Banana,Mustard Seeds,Bell Peppers,Cabbage,Cooking Oil,,,,,,,
Sooji,Green Chili,Ginger,Curd,Spinach,Paneer,Semolina,Garlic,,,,
Brinjal,Biscuits,Papaya,Mustard Seeds,Banana,Cabbage,Beetroot,Pickle,Onions,Besan,Paneer,
Jam,Carrot,Rice,Dals,Coconut,,,,,,,
Butter,Onions,Sugar,Chili Powder,Cheese,Coconut,Cabbage,Paneer,Coriander,Apple,Capsicum,
Besan,Capsicum,Curd,Garlic,Semolina,Banana,Tea Powder,Cabbage,Cauliflower,,,
Lassi,Bell Peppers,Sooji,Pickle,Ginger,Banana,Spinach,,,,,
Besan,Apple,Semolina,Sooji,Yogurt,Tomato,Mango,Dals,,,,
Carrot,Mustard Seeds,Pickle,Brinjal,Curd,,,,,,,
Curd,Tamarind,Milk,Bread,Paneer,Brinjal,Tomato,Tea Powder,Green Chili,Sooji,Cumin Seeds,
Curd,Pomegranate,Onions,Cauliflower,Tea Powder,Lassi,Wheat Flour,Apple,Lemon,,,
Potato,Tamarind,Tomato,Coconut,Butter,Pickle,Cooking Oil,Sooji,Dals,Cumin Seeds,Carrot,
Jam,Carrot,Curd,Cheese,Fenugreek Leaves,Brinjal,Bell Peppers,Lemon,Yogurt,,,
Cauliflower,Papaya,Bell Peppers,Besan,Brinjal,Garlic,,,,,,
Wheat Flour,Coriander,Cheese,Jam,Cabbage,Mustard Seeds,Sooji,,,,,
Orange,Cauliflower,Capsicum,Garlic,Cheese,Brinjal,Curd,Mango,Green Chili,,,
Tea Powder,Salt,Coffee Powder,Tamarind,Curd,Jam,Sooji,Coriander,Capsicum,Onions,Cooking Oil,Beetroot
Onions,Tamarind,Tomato,Green Chili,Coriander,Okra,Mint Leaves,Paneer,,,,
Tamarind,Banana,Cauliflower,Dals,Paneer,Brinjal,Cabbage,Honey,Mint Leaves,Sooji,Bell Peppers,Fenugreek Leaves
Coriander,Salt,Turmeric Powder,Ginger,Onions,Mustard Seeds,Cauliflower,,,,,
Onions,Green Chili,Tamarind,Cabbage,Coconut,Potato,Orange,Honey,Fenugreek Leaves,Okra,Yogurt,
Coffee Powder,Turmeric Powder,Sugar,Biscuits,Jam,Cooking Oil,Milk,,,,,
Coconut,Fenugreek Leaves,Yogurt,Tamarind,Brinjal,Coffee Powder,Honey,Potato,Cauliflower,Tomato,Garlic,Capsicum
Papaya,Butter,Mustard Seeds,Sugar,Ginger,,,,,,,
Butter,Tea Powder,Garlic,Potato,Honey,Carrot,Capsicum,Pickle,Bell Peppers,,,
Apple,Semolina,Guava,Salt,Dals,Garlic,Bell Peppers,,,,,
Onions,Lemon,Jam,Chili Powder,Cumin Seeds,Banana,Pickle,,,,,
Apple,Brinjal,Okra,Wheat Flour,Spinach,Banana,Paneer,Coffee Powder,Pomegranate,Carrot,Beetroot,
Coriander,Yogurt,Milk,Sooji,Honey,Cumin Seeds,Mango,Papaya,,,,
Tomato,Cauliflower,Brinjal,Lemon,Okra,Honey,Biscuits,,,,,
Sooji,Cooking Oil,Carrot,Dals,Cauliflower,Apple,,,,,,
Mustard Seeds,Pickle,Yogurt,Mango,Salt,,,,,,,
Orange,Coffee Powder,Potato,Spinach,Guava,Pomegranate,,,,,,
Coconut,Semolina,Cheese,Orange,Ginger,Dals,Apple,Okra,Turmeric Powder,Paneer,,
Brinjal,Orange,Salt,Turmeric Powder,Mint Leaves,Cooking Oil,Guava,,,,,
Besan,Curd,Beetroot,Papaya,Semolina,Mango,Paneer,,,,,
Okra,Fenugreek Leaves,Tea Powder,Guava,Cumin Seeds,Mango,Orange,Rice,,,,
Turmeric Powder,Guava,Coffee Powder,Semolina,Cabbage,Jam,Pickle,Cheese,Paneer,Wheat Flour,,
Turmeric Powder,Semolina,Coffee Powder,Papaya,Yogurt,Brinjal,Garlic,,,,,
Green Chili,Cabbage,Sooji,Wheat Flour,Biscuits,Besan,Cauliflower,Tomato,Mint Leaves,Coffee Powder,Papaya,Capsicum
Paneer,Guava,Rice,Garlic,Besan,Capsicum,Butter,Cooking Oil,Yogurt,Green Chili,Okra,Potato
Wheat Flour,Cabbage,Brinjal,Besan,Lemon,Fenugreek Leaves,Tea Powder,Coriander,Milk,Onions,Lassi,
Spinach,Cooking Oil,Salt,Mint Leaves,Bell Peppers,Semolina,,,,,,
Dals,Green Chili,Cheese,Fenugreek Leaves,Pomegranate,Orange,Besan,Pickle,Semolina,Onions,,
Yogurt,Cheese,Honey,Ginger,Papaya,,,,,,,
Bell Peppers,Beetroot,Lemon,Paneer,Brinjal,Capsicum,Rice,Apple,Sugar,Biscuits,Curd,
Cumin Seeds,Sugar,Garlic,Milk,Lassi,Besan,Tomato,Potato,Mustard Seeds,Carrot,,
Sugar,Chili Powder,Curd,Mint Leaves,Cheese,Guava,,,,,,
Yogurt,Brinjal,Besan,Cheese,Milk,Apple,Pickle,Chili Powder,Orange,Tomato,Tamarind,
Semolina,Cumin Seeds,Mint Leaves,Okra,Besan,Cheese,Bread,Curd,Sooji,,,
Okra,Brinjal,Jam,Beetroot,Banana,Apple,Fenugreek Leaves,Sooji,Cumin Seeds,,,
Apple,Onions,Lemon,Beetroot,Cabbage,Ginger,Dals,Pomegranate,Brinjal,Capsicum,,
Curd,Cooking Oil,Paneer,Mango,Bread,Chili Powder,Honey,,,,,
Semolina,Biscuits,Bell Peppers,Papaya,Lassi,Coconut,Carrot,Cabbage,Coffee Powder,Honey,,
Rice,Green Chili,Curd,Ginger,Potato,Coffee Powder,Mustard Seeds,,,,,
Bell Peppers,Green Chili,Guava,Fenugreek Leaves,Coffee Powder,Salt,Apple,Tamarind,Honey,Papaya,Besan,
Coriander,Pomegranate,Curd,Potato,Lemon,Tomato,Capsicum,,,,,
Salt,Bell Peppers,Coconut,Papaya,Coriander,Green Chili,,,,,,
Green Chili,Brinjal,Okra,Yogurt,Lemon,Honey,Chili Powder,,,,,
Banana,Beetroot,Pickle,Tamarind,Yogurt,Coconut,Onions,,,,,
Jam,Bread,Rice,Mango,Banana,Green Chili,Coconut,Chili Powder,Honey,Mint Leaves,Beetroot,
Spinach,Potato,Carrot,Salt,Coffee Powder,,,,,,,
Lassi,Sooji,Beetroot,Guava,Chili Powder,Cooking Oil,Potato,Pomegranate,Tamarind,,,
Apple,Cheese,Spinach,Besan,Milk,Coriander,Bread,Mango,Mustard Seeds,Dals,Turmeric Powder,
Salt,Potato,Onions,Semolina,Green Chili,Cumin Seeds,Biscuits,Apple,,,,
Salt,Cumin Seeds,Mustard Seeds,Bell Peppers,Turmeric Powder,Jam,,,,,,
Curd,Okra,Milk,Green Chili,Besan,Carrot,Spinach,Apple,,,,
Okra,Curd,Mint Leaves,Brinjal,Rice,Salt,Fenugreek Leaves,Coffee Powder,,,,
Lemon,Cauliflower,Biscuits,Curd,Tamarind,,,,,,,
Mango,Beetroot,Fenugreek Leaves,Chili Powder,Cabbage,,,,,,,
Banana,Green Chili,Fenugreek Leaves,Lassi,Biscuits,Coconut,Guava,Tea Powder,Garlic,Bread,Apple,Honey
Guava,Potato,Capsicum,Garlic,Milk,Lassi,Okra,Yogurt,Turmeric Powder,Dals,Bread,
Cauliflower,Besan,Coffee Powder,Sooji,Mango,,,,,,,
Dals,Pickle,Wheat Flour,Fenugreek Leaves,Cauliflower,Curd,Guava,Coconut,Capsicum,,,
Guava,Orange,Papaya,Turmeric Powder,Salt,Beetroot,,,,,,
Besan,Cheese,Apple,Sooji,Chili Powder,Green Chili,Cauliflower,Guava,Mango,Rice,,
Mango,Tea Powder,Biscuits,Ginger,Papaya,Garlic,Lemon,,,,,
Biscuits,Milk,Turmeric Powder,Chili Powder,Fenugreek Leaves,Rice,Cheese,Coconut,Ginger,Cooking Oil,,
Yogurt,Tomato,Honey,Beetroot,Carrot,Chili Powder,Cooking Oil,Brinjal,,,,
Pickle,Milk,Pomegranate,Yogurt,Turmeric Powder,Capsicum,,,,,,
Jam,Paneer,Besan,Coriander,Lemon,Honey,Papaya,Onions,Ginger,Milk,Turmeric Powder,
Curd,Tea Powder,Semolina,Fenugreek Leaves,Banana,Paneer,Onions,Rice,Sooji,,,
Potato,Coconut,Cumin Seeds,Capsicum,Besan,Semolina,,,,,,
Ginger,Pickle,Carrot,Lemon,Coconut,Mango,Beetroot,,,,,
Banana,Cumin Seeds,Orange,Lemon,Coriander,Turmeric Powder,Pomegranate,,,,,
Salt,Papaya,Sooji,Cauliflower,Butter,Coriander,Garlic,Mango,Orange,Pickle,Brinjal,Yogurt
Chili Powder,Honey,Besan,Salt,Cooking Oil,Coffee Powder,Jam,Guava,Paneer,Lassi,,
Brinjal,Capsicum,Carrot,Coffee Powder,Tamarind,Sooji,Pickle,Papaya,Butter,,,
Ginger,Sugar,Sooji,Green Chili,Pomegranate,Apple,Coconut,,,,,
Beetroot,Chili Powder,Bread,Guava,Garlic,Dals,Jam,Cheese,Mint Leaves,,,
Coconut,Okra,Milk,Capsicum,Papaya,Cabbage,Sugar,Yogurt,Besan,,,
Biscuits,Coriander,Sugar,Bread,Yogurt,Onions,Okra,Cooking Oil,Butter,Tomato,Bell Peppers,Lassi
Mustard Seeds,Cabbage,Cheese,Ginger,Rice,Dals,Okra,Onions,Milk,Lemon,Salt,Besan
Bread,Papaya,Coriander,Yogurt,Mint Leaves,Mustard Seeds,Pomegranate,,,,,
Mustard Seeds,Mint Leaves,Papaya,Dals,Milk,Bell Peppers,Turmeric Powder,Lassi,,,,
Besan,Coriander,Okra,Lemon,Semolina,Cooking Oil,,,,,,
Papaya,Semolina,Green Chili,Capsicum,Pomegranate,Coffee Powder,Spinach,,,,,
Paneer,Pickle,Tomato,Capsicum,Papaya,Tamarind,Mustard Seeds,,,,,
Beetroot,Coffee Powder,Papaya,Carrot,Spinach,Cooking Oil,Cheese,Besan,Ginger,Honey,Guava,Pickle
Coriander,Jam,Butter,Bell Peppers,Orange,Pomegranate,Green Chili,Wheat Flour,,,,
Coconut,Butter,Banana,Salt,Bell Peppers,Carrot,Pomegranate,,,,,
Semolina,Spinach,Besan,Ginger,Potato,Butter,Garlic,Coffee Powder,,,,
Lemon,Cabbage,Semolina,Coffee Powder,Bread,Cauliflower,Jam,,,,,
Semolina,Apple,Cauliflower,Rice,Guava,Green Chili,Beetroot,Mustard Seeds,Mango,Paneer,Bread,
Potato,Honey,Chili Powder,Garlic,Mango,,,,,,,
Bread,Milk,Beetroot,Cooking Oil,Papaya,Rice,Tomato,Okra,,,,
Tamarind,Biscuits,Green Chili,Butter,Salt,Besan,Coriander,Sugar,Onions,Guava,Cumin Seeds,
Tomato,Mango,Biscuits,Lemon,Bread,,,,,,,
Guava,Mint Leaves,Ginger,Tamarind,Capsicum,,,,,,,
Pomegranate,Coffee Powder,Besan,Pickle,Milk,Banana,Sooji,Carrot,,,,
Bell Peppers,Carrot,Lassi,Beetroot,Potato,Tomato,,,,,,
Wheat Flour,Mustard Seeds,Curd,Pickle,Cauliflower,Bread,Cooking Oil,Honey,,,,
Capsicum,Cheese,Ginger,Dals,Okra,Mint Leaves,Rice,Sooji,Butter,Cumin Seeds,Tomato,
Chili Powder,Tamarind,Tomato,Dals,Mustard Seeds,Mango,Butter,,,,,
Paneer,Green Chili,Milk,Cumin Seeds,Curd,Fenugreek Leaves,Salt,Potato,Lemon,,,
Mango,Lassi,Dals,Brinjal,Chili Powder,,,,,,,
Spinach,Milk,Lemon,Mustard Seeds,Pomegranate,Orange,Jam,Brinjal,Beetroot,,,
Curd,Besan,Coriander,Mustard Seeds,Rice,Bell Peppers,Cabbage,Yogurt,Lemon,,,
Tea Powder,Milk,Butter,Paneer,Guava,Coriander,Sugar,Mango,Potato,Onions,Garlic,
Cumin Seeds,Coriander,Garlic,Biscuits,Green Chili,Turmeric Powder,Onions,Cheese,Guava,Beetroot,,
Wheat Flour,Papaya,Cumin Seeds,Onions,Sugar,Fenugreek Leaves,Rice,,,,,
Curd,Dals,Butter,Guava,Banana,Paneer,Onions,Potato,Green Chili,Cheese,Sooji,
Jam,Cabbage,Apple,Rice,Onions,,,,,,,
Biscuits,Salt,Turmeric Powder,Mint Leaves,Chili Powder,Papaya,Jam,Pomegranate,Guava,Beetroot,Yogurt,
Sugar,Curd,Salt,Papaya,Mint Leaves,Lassi,Milk,Carrot,Coconut,,,
Mustard Seeds,Cabbage,Butter,Fenugreek Leaves,Pickle,Besan,Yogurt,Coffee Powder,Wheat Flour,,,
Coriander,Brinjal,Guava,Semolina,Onions,Curd,Beetroot,Dals,Rice,Paneer,,
Besan,Pomegranate,Chili Powder,Cumin Seeds,Turmeric Powder,Milk,Coriander,Butter,Tea Powder,Coconut,Fenugreek Leaves,Potato
Green Chili,Rice,Cheese,Paneer,Semolina,Cauliflower,Cumin Seeds,Wheat Flour,,,,
Garlic,Papaya,Turmeric Powder,Bell Peppers,Bread,Capsicum,Wheat Flour,Pickle,Chili Powder,Brinjal,Spinach,Dals
Banana,Yogurt,Onions,Sooji,Lemon,Carrot,Pickle,Brinjal,Curd,Fenugreek Leaves,,
Cooking Oil,Spinach,Coffee Powder,Jam,Turmeric Powder,Mustard Seeds,Sooji,Coriander,Tamarind,Apple,Potato,
Besan,Green Chili,Lassi,Dals,Mango,Mint Leaves,Yogurt,Tomato,Curd,,,
Lemon,Pickle,Beetroot,Apple,Coffee Powder,Papaya,,,,,,
Tamarind,Spinach,Garlic,Carrot,Guava,Cauliflower,Potato,Bell Peppers,,,,
Bread,Sugar,Milk,Cooking Oil,Bell Peppers,Turmeric Powder,,,,,,
Bell Peppers,Pickle,Ginger,Chili Powder,Onions,Beetroot,Lemon,,,,,
Jam,Ginger,Beetroot,Mango,Green Chili,Salt,Coconut,Curd,Bell Peppers,Milk,Fenugreek Leaves,Bread
Green Chili,Beetroot,Mustard Seeds,Cauliflower,Coconut,Cheese,Guava,Turmeric Powder,Ginger,Lassi,Curd,
Coffee Powder,Guava,Tamarind,Bell Peppers,Tomato,Orange,Cumin Seeds,Beetroot,Turmeric Powder,Banana,Potato,
Spinach,Cooking Oil,Onions,Garlic,Honey,Yogurt,,,,,,
Fenugreek Leaves,Garlic,Coconut,Cooking Oil,Turmeric Powder,Bell Peppers,Coriander,Mint Leaves,Carrot,Lemon,Cauliflower,
Honey,Spinach,Mint Leaves,Green Chili,Tomato,Brinjal,,,,,,
Salt,Cauliflower,Turmeric Powder,Coriander,Curd,Milk,Biscuits,,,,,
Spinach,Papaya,Milk,Green Chili,Jam,Yogurt,Tea Powder,Ginger,Chili Powder,,,
Cheese,Lemon,Tea Powder,Bell Peppers,Sugar,,,,,,,
Bread,Dals,Cabbage,Mango,Biscuits,Sooji,,,,,,
Mango,Biscuits,Spinach,Okra,Green Chili,,,,,,,
Jam,Cumin Seeds,Wheat Flour,Turmeric Powder,Apple,,,,,,,
Beetroot,Spinach,Bell Peppers,Orange,Mustard Seeds,Fenugreek Leaves,,,,,,
Cheese,Okra,Fenugreek Leaves,Mango,Butter,Salt,Pickle,,,,,
Tea Powder,Coriander,Cheese,Apple,Pomegranate,Semolina,Sugar,Rice,Carrot,Turmeric Powder,Ginger,
Cabbage,Butter,Honey,Cauliflower,Guava,Milk,Bell Peppers,Rice,Coriander,Semolina,,
Brinjal,Chili Powder,Cabbage,Jam,Fenugreek Leaves,Cooking Oil,Wheat Flour,Coffee Powder,,,,
Mint Leaves,Brinjal,Lassi,Rice,Butter,Onions,Spinach,Capsicum,Wheat Flour,Cumin Seeds,Carrot,Yogurt
Lemon,Carrot,Pickle,Tomato,Dals,Cooking Oil,Tea Powder,,,,,
Tamarind,Cauliflower,Ginger,Coconut,Lassi,Potato,Carrot,Cabbage,,,,
Milk,Beetroot,Cheese,Coffee Powder,Cabbage,Yogurt,Okra,Pickle,Cumin Seeds,,,
Spinach,Okra,Ginger,Cheese,Honey,Paneer,Cauliflower,Banana,Onions,Salt,Garlic,Tomato
Mango,Sugar,Tomato,Sooji,Onions,Wheat Flour,Lemon,Pomegranate,Dals,,,
Cooking Oil,Bread,Papaya,Turmeric Powder,Jam,Wheat Flour,Coriander,Dals,Yogurt,Paneer,Coffee Powder,
Coriander,Semolina,Cauliflower,Besan,Cumin Seeds,Paneer,Garlic,Cheese,Green Chili,,,
Sooji,Mint Leaves,Papaya,Semolina,Lassi,Milk,Bread,Garlic,Chili Powder,Dals,,
